ID, Vel TCP, Pres, Theta_1, Theta_2, Theta_3, Theta_4, Theta_5, Theta_6
0, 145.65245447489585, 11.41906813355298, 38.86914006627856, 56.816626035219016, -44.453797987752964, 27.15088780046537, 77.99010530888906, 71.82057807132179
1, 44.33868952171137, 13.328562839623615, 55.26063070370423, 52.65672138212261, 6.048655678188808, 70.64457864991094, 107.61787042405368, 31.02065597116141
2, 155.26695202126967, 25.53607387485634, 79.06848675781764, 84.45899896535705, 39.276476607464986, 59.40098532006735, 100.36079376566498, 45.74471744878873
3, 161.05523992049777, 20.53067036764648, 60.23305611053269, 102.15548062585307, -3.4025720911219395, 8.643324136755133, 3.839165025808068, 82.491163320324
4, 168.30660388128658, 27.741512097193613, 23.0033216436302, 35.062197800088775, -77.53550026810802, 43.896026322870334, 61.12827913204319, 17.004601783207292
5, 54.35316428082015, 17.031619209201853, 30.086297667903985, 99.51769433038083, -77.80492177117648, 23.331722784688267, 105.35174555142596, 6.0223556694976565
6, 153.35252781318258, 29.912151651217354, 58.75451774164133, 89.52184425314215, 36.48114983406825, 66.58390277410481, 24.364840321238354, 16.075832693979713
7, 107.82526100836269, 19.752615460790587, 54.036291977000154, 77.07962873073738, -79.92961555326166, 57.72310803089394, 91.21962206780523, 29.40286000567491
8, 175.02227894117166, 26.690451302438397, 73.54580711748675, 84.44229146881894, 19.03932150306943, 11.929209937529592, 100.58811730128885, 35.18402544601347
9, 36.10145122727839, 13.591571798867108, 62.87673721665619, 75.42838641974325, -64.39291915250838, 9.931849323393516, 84.06304726811202, 45.25937046126975
10, 181.9708259373584, 26.272288112764087, 57.248545661437305, 13.196715643063435, -18.610117902024736, 16.903172295427346, 57.01935962615235, 2.6812113526606005
11, 44.93164119105997, 28.163064061905455, 46.19377024048415, 40.692454099940086, -74.54487601355497, 10.478212570400798, 43.66238274683053, 18.151180917351187
12, 70.06320560107278, 16.807833959953122, 50.984853817386885, 78.52674888354254, 14.706996096861033, 50.594430377390104, 50.53421651496686, 64.5392959451078
13, 26.600043325177907, 10.748035232628244, 49.10158099177115, 47.24966787111906, -21.826223584620152, 11.967019664307703, 99.11709462290831, 26.754199886837103
14, 47.55971194561572, 11.383685598493853, 42.219010274468395, 54.57330940697807, -23.946780921969975, 74.43842145367591, 44.57228898389609, 62.112718101642876
15, 184.31462025748658, 15.767585508903764, 75.17534181219818, -10.732638991868598, -7.507953705073661, 60.53552455045361, 86.76481752811648, 39.73728745104111
16, 94.53596269254012, 20.588983435759697, 43.97252148857095, 6.962596821525704, -11.448143396322081, 8.955959738567701, 62.5355087007189, 54.21843693812646
17, 46.74870492380042, 23.843672267894224, 4.9695344586226575, 86.25883213671608, 2.056189813925286, 81.32910456893342, 60.44172864013845, 13.62755508723757
18, 165.32762834623904, 23.80430680182321, 83.23305602725526, 98.20367389722712, -81.39188320869842, 77.47007944556047, 97.1918123020087, 40.55480032642651
19, 156.1552755404107, 20.266994788899765, 14.307059072874646, 57.07087411690617, -50.555108290405265, 46.476764021033055, 84.1060679721233, 52.49956417581799
20, 184.26247552690322, 11.058787635568002, 2.1777944969778407, 18.8441814985207, -34.187732523152285, 81.22812545170333, 58.72026113836634, 5.843418770244612
21, 82.76837794276476, 23.499545235528313, 49.755251559891185, 26.358861952755618, 31.12126024231273, 74.61526343317651, 7.729579583684406, 47.11644923793792
22, 94.34044431867005, 16.787183807949877, 21.146898309505215, 96.05295028903375, -60.98842877062829, 63.66256542824513, 60.95847254415554, 46.972758023589215
23, 52.991263760640145, 16.800629803286206, 35.772239974029944, 75.93152243943469, 12.11095724204314, 2.4694956791333365, 54.71478321090455, 87.60149606331262
24, 105.26697253436208, 18.194179400213756, 23.594633756557275, 50.87351100976714, -54.04800766563028, 12.000278667138932, 73.00409779364276, 18.403423684695326
25, 95.94349547221138, 20.834226412002828, 5.318168360891235, 18.110269547946867, 3.5946142418271876, 63.61374921203169, 38.768304529197536, 88.25753497393262
26, 151.65631076509737, 26.315102268229897, 80.32346772960926, 85.22614059191753, -48.84074728001306, 13.550998183424456, 75.29344156693135, 12.69147581824814
27, 117.79485038803138, 16.65568705563225, 5.966305355300641, 30.545123653008027, -51.52694686305775, 32.573591005535924, 71.84581946341751, 61.91696462534469
28, 196.39233076086657, 20.1337356301564, 81.05274398685015, 51.80562450381325, -75.43502000902998, 67.7995132024353, 4.487613952233121, 50.74273622883794
