ID, Vel TCP, Pres, Theta_1, Theta_2, Theta_3, Theta_4, Theta_5, Theta_6
0, 133.1917012249906, 11.744862797680879, 5.892284075094658, -9.186233785931261, 2.6834434823921214, 66.91882077336153, 7.044561095474835, 17.777256686987243
1, 140.61839544963522, 20.14258423034291, 29.927272036490578, 3.5054332472582908, -16.091731772657393, 31.334761675956806, 104.73395779281049, 28.822533790757305
2, 63.013392397756974, 21.512440161552387, 77.66276054325635, 107.94398982975343, -49.95947439751586, 22.554187442011855, 42.75684738976502, 36.65054468704954
3, 75.63000333588225, 25.730085642766042, 85.49984059123305, 58.171678977370284, 29.772934531312643, 68.47668016965996, 81.3022332370549, 39.64227633963345
4, 194.00465568896774, 22.219601388896375, 71.51908662698295, 82.26940902486827, 29.442441849778078, 72.1948519575058, 107.10559668982837, 65.6125087499647
5, 16.101726886509894, 15.839315572653177, 43.81956624484726, 59.18024802527149, 19.170342595822305, 44.883794733072584, 7.531738913609623, 17.510501779086535
6, 142.37706422108914, 13.31980173661254, 1.4641422606116394, 25.35306714478672, -49.71009287145003, 80.51430453785531, 73.33599503152709, 11.875410385035442
7, 24.766238451755125, 15.930126345281097, 64.30742271381249, 7.346691860405297, 37.150249398281034, 29.993059186355644, 63.259604040574644, 13.769105587081803
8, 104.70989566869974, 20.205343658502613, 83.03402432619976, 90.48414993026535, -63.00926709478583, 3.619836983746069, 61.08981914450335, 56.08659387650861
9, 78.62809502291478, 15.374237238246977, 8.33792105675004, 33.13083397082016, 0.7094462108898654, 64.65123842891163, 93.14177117139344, 34.45668732974849
10, 70.74404099469885, 11.661858789298273, 26.482456664123912, 52.232393902037856, 9.215591141105875, 88.84052870588177, 49.68233397471074, 29.771542419466176
11, 169.16447196979155, 16.37833591890849, 68.4403944847877, 69.79233386339853, -44.36368808061921, 70.58554202925171, 24.840274945212812, 3.0091656346248947
12, 85.48931037568504, 27.49641390587297, 40.25508577523219, 64.94158763813292, 19.12138454092073, 30.291238664693076, 56.7606886941988, 18.099316957875686
13, 109.92041956882784, 21.296012809825463, 87.54331591344672, 32.132414715569794, -84.97351173026262, 83.22749817448332, 101.58340991914051, 52.686889239300996
14, 114.27225537950437, 20.464549281280796, 20.214977807633694, 67.88944528500242, -36.33391130696189, 87.83212373444869, 66.63314229095133, 78.55379529496341
15, 28.763392868482992, 26.025426030500014, 65.69281054037809, 97.36980792672347, -15.374058053938384, 69.31589093709741, 3.1748360901191375, 85.58816457983194
16, 52.753131820111236, 21.417759817289074, 0.0005631438659492449, 93.07645602379813, -88.06234263900599, 30.16244044111566, 9.056422223095426, 78.50532824813341
17, 152.67284068960703, 22.61810031012886, 21.749012189332312, 97.30019400111263, 32.649828416839696, 34.630217854421254, 107.54117308234255, 46.11390558373361
18, 167.35377549765724, 23.866558416013227, 59.4055313796778, 61.56877874604342, 21.51951530311372, 54.368864173044244, 78.79325067667749, 33.61067509175778
19, 48.39989760571769, 20.403410375630315, 17.92759011257931, 44.490785081130554, -57.4011413620149, 26.885445341591975, 44.1132524365717, 18.999081842095986
20, 194.204867906253, 23.38340580922967, 27.0517137037726, 80.10611344933088, -26.829017411093986, 59.569252797342784, 2.1282060725525707, 77.33518105955673
21, 112.25544827529329, 28.514129116820673, 57.29201340385868, 70.4333374715804, -32.61224217107149, 81.98705619245082, 95.94513256451312, 7.8672382527815135
22, 116.68279244777766, 18.458104241196214, 9.409258152416703, 61.303058686864375, 9.196803399387122, 46.32542512679894, 47.8554831752606, 74.76950821478297
23, 101.00095771563343, 23.593947867201724, 86.59245908645852, 51.414311076332694, 10.182619762230587, 66.15449595967327, 102.28179781878816, 55.29178885551827
24, 60.809487042940596, 16.6000302377539, 80.8265571546572, 101.95002626453285, -54.43907362009411, 60.685601678474534, 80.66919106074967, 18.727212906050585
25, 60.53362248069361, 27.377046739600427, 68.81710489481534, 74.01483847628181, 9.551323452411282, 35.66200005238833, 55.14062144173057, 62.854493959309245
26, 186.72052465423224, 18.50671729275095, 61.99301330700832, 76.59574583188369, 13.79228977970017, 56.382719971447344, 19.754719205816375, 88.92929761982703
27, 150.93244465097015, 26.417021907476997, 77.9012446407813, 12.134639032122895, -33.49409489525978, 79.58787868675105, 47.76150389773126, 16.20026463430028
28, 135.81275979844332, 20.141634658031165, 79.03263133869301, 2.221212329653929, 31.56148833359208, 81.02147966211108, 107.8568996187625, 55.77049181887892
29, 159.50152675835568, 26.973125962699413, 52.60853853586847, 86.78335674295325, 14.239723656424118, 89.30301925438108, 64.2264624062118, 54.47798107625022
30, 67.39747717811952, 11.475622719407976, 3.3802071474695383, 75.24168697585729, -17.692315316320517, 76.96792577946906, 11.9120929866043, 29.6674603627528
31, 51.79651046443602, 21.79258184398804, 85.33575762322833, 92.26523472760753, -59.25563490213926, 12.51080759005758, 62.62725657425534, 3.5921018851287445
32, 64.5353377783573, 19.54837183903062, 84.08297866658344, 19.77619281312015, -75.2583393160017, 24.800895281488415, 31.609464523273086, 57.80535356610342
33, 95.74883738642427, 23.465172204675632, 70.66581467119092, 64.51382301912435, 11.694963276374168, 20.329219627469637, 24.83284612958531, 74.1399483965632
34, 69.44920443890209, 25.86310817553514, 79.82503771064616, 66.66092487983477, 0.9603969092368202, 49.140509732434055, 98.86737691734045, 11.624564500253873
